Data,Turno Inicio,Turno Fim,Hora Inicio,Hora Fim,Máquina,Motivo Parada,Ferramenta,Custo Hora Máquina
2023-03-08,06:00:00,22:00:00,19:00:00,20:00:00,Máquina 15,Falta de Energia,Fer K,315
2023-04-09,06:00:00,22:00:00,18:00:00,20:00:00,Máquina 5,Ajuste,Fer M,150
2023-09-25,06:00:00,22:00:00,15:00:00,16:00:00,Máquina 5,Ajuste,Fer G,150
2023-05-10,06:00:00,22:00:00,13:00:00,16:00:00,Máquina 6,Manutenção Ferramenta,Fer H,220
2023-11-16,06:00:00,22:00:00,10:00:00,13:00:00,Máquina 7,Periféricos,Fer E,220
2023-08-11,06:00:00,22:00:00,07:00:00,10:00:00,Máquina 9,Manutenção Mecânica,Fer M,220
2023-05-10,06:00:00,22:00:00,18:00:00,20:00:00,Máquina 9,Manutenção Ferramenta,Fer J,220
2023-03-11,06:00:00,22:00:00,15:00:00,18:00:00,Máquina 3,Manutenção Elétrica,Fer K,150
2023-12-06,06:00:00,22:00:00,08:00:00,10:00:00,Máquina 5,Periféricos,Fer O,150
2023-11-14,06:00:00,22:00:00,14:00:00,17:00:00,Máquina 8,Falta Operador,Fer L,220
2023-02-04,06:00:00,22:00:00,19:00:00,20:00:00,Máquina 7,Periféricos,Fer F,220
2023-04-10,06:00:00,22:00:00,19:00:00,22:00:00,Máquina 7,Manutenção Mecânica,Fer P,220
2023-04-21,06:00:00,22:00:00,13:00:00,16:00:00,Máquina 6,Setup,Fer R,220
2023-08-08,06:00:00,22:00:00,08:00:00,10:00:00,Máquina 4,Manutenção Mecânica,Fer M,150
2023-01-07,06:00:00,22:00:00,15:00:00,17:00:00,Máquina 11,Ajuste,Fer F,315
2023-08-03,06:00:00,22:00:00,18:00:00,20:00:00,Máquina 6,Falta Operador,Fer Q,220
2023-06-23,06:00:00,22:00:00,16:00:00,18:00:00,Máquina 8,Periféricos,Fer B,220
2023-10-11,06:00:00,22:00:00,16:00:00,18:00:00,Máquina 3,Periféricos,Fer P,150
2023-01-21,06:00:00,22:00:00,13:00:00,16:00:00,Máquina 6,Setup,Fer S,220
2023-10-03,06:00:00,22:00:00,16:00:00,19:00:00,Máquina 6,Falta Operador,Fer M,220
2023-06-06,06:00:00,22:00:00,13:00:00,15:00:00,Máquina 15,Ajuste,Fer C,315
2023-09-03,06:00:00,22:00:00,13:00:00,16:00:00,Máquina 13,Manutenção Mecânica,Fer P,315
2023-08-18,06:00:00,22:00:00,17:00:00,20:00:00,Máquina 7,Falta Operador,Fer K,220
2023-10-25,06:00:00,22:00:00,06:00:00,08:00:00,Máquina 5,Ajuste,Fer E,150
2023-07-06,06:00:00,22:00:00,06:00:00,09:00:00,Máquina 15,Falta de Energia,Fer P,315
2023-08-12,06:00:00,22:00:00,09:00:00,12:00:00,Máquina 3,Periféricos,Fer T,150
2023-09-27,06:00:00,22:00:00,18:00:00,19:00:00,Máquina 15,Manutenção Mecânica,Fer T,315
2023-05-31,06:00:00,22:00:00,07:00:00,09:00:00,Máquina 2,Manutenção Elétrica,Fer O,150
2023-03-20,06:00:00,22:00:00,16:00:00,19:00:00,Máquina 6,Manutenção Elétrica,Fer D,220
2023-09-04,06:00:00,22:00:00,08:00:00,10:00:00,Máquina 8,Falta Operador,Fer B,220
2023-12-18,06:00:00,22:00:00,19:00:00,20:00:00,Máquina 13,Manutenção Mecânica,Fer B,315
2023-03-20,06:00:00,22:00:00,19:00:00,20:00:00,Máquina 12,Manutenção Elétrica,Fer R,315
2023-07-11,06:00:00,22:00:00,14:00:00,16:00:00,Máquina 13,Setup,Fer B,315
2023-07-28,06:00:00,22:00:00,19:00:00,20:00:00,Máquina 5,Setup,Fer T,150
2023-03-26,06:00:00,22:00:00,10:00:00,12:00:00,Máquina 13,Periféricos,Fer E,315
2023-09-29,06:00:00,22:00:00,15:00:00,16:00:00,Máquina 2,Manutenção Mecânica,Fer P,150
2023-05-10,06:00:00,22:00:00,10:00:00,13:00:00,Máquina 4,Manutenção Elétrica,Fer F,150
2023-03-22,06:00:00,22:00:00,14:00:00,15:00:00,Máquina 7,Falta de Energia,Fer T,220
2023-01-16,06:00:00,22:00:00,14:00:00,15:00:00,Máquina 3,Setup,Fer I,150
2023-07-16,06:00:00,22:00:00,14:00:00,16:00:00,Máquina 10,Falta Operador,Fer K,220
2023-04-10,06:00:00,22:00:00,11:00:00,13:00:00,Máquina 6,Manutenção Elétrica,Fer F,220
2023-09-08,06:00:00,22:00:00,06:00:00,08:00:00,Máquina 14,Manutenção Ferramenta,Fer A,315
2023-04-07,06:00:00,22:00:00,13:00:00,14:00:00,Máquina 1,Manutenção Elétrica,Fer K,150
2023-02-28,06:00:00,22:00:00,17:00:00,19:00:00,Máquina 1,Falta Operador,Fer D,150
2023-07-07,06:00:00,22:00:00,19:00:00,21:00:00,Máquina 6,Manutenção Ferramenta,Fer R,220
2023-12-28,06:00:00,22:00:00,13:00:00,14:00:00,Máquina 8,Setup,Fer R,220
2023-07-01,06:00:00,22:00:00,06:00:00,07:00:00,Máquina 13,Manutenção Ferramenta,Fer J,315
2023-03-20,06:00:00,22:00:00,12:00:00,14:00:00,Máquina 2,Periféricos,Fer B,150
2023-11-10,06:00:00,22:00:00,08:00:00,11:00:00,Máquina 4,Setup,Fer R,150
2023-04-16,06:00:00,22:00:00,13:00:00,15:00:00,Máquina 7,Limpeza,Fer A,220
2023-03-09,06:00:00,22:00:00,06:00:00,08:00:00,Máquina 14,Falta de Energia,Fer N,315
2023-01-09,06:00:00,22:00:00,17:00:00,19:00:00,Máquina 11,Periféricos,Fer S,315
2023-07-17,06:00:00,22:00:00,13:00:00,16:00:00,Máquina 4,Limpeza,Fer H,150
2023-03-06,06:00:00,22:00:00,06:00:00,07:00:00,Máquina 6,Setup,Fer O,220
2023-03-24,06:00:00,22:00:00,14:00:00,17:00:00,Máquina 6,Periféricos,Fer K,220
2023-07-31,06:00:00,22:00:00,18:00:00,21:00:00,Máquina 14,Falta Operador,Fer J,315
2023-04-08,06:00:00,22:00:00,19:00:00,21:00:00,Máquina 1,Manutenção Ferramenta,Fer Q,150
2023-10-21,06:00:00,22:00:00,12:00:00,13:00:00,Máquina 14,Setup,Fer C,315
2023-02-25,06:00:00,22:00:00,08:00:00,09:00:00,Máquina 7,Manutenção Elétrica,Fer C,220
2023-04-24,06:00:00,22:00:00,06:00:00,07:00:00,Máquina 13,Limpeza,Fer E,315
2023-11-17,06:00:00,22:00:00,06:00:00,09:00:00,Máquina 3,Falta de Energia,Fer P,150
2023-03-02,06:00:00,22:00:00,13:00:00,15:00:00,Máquina 6,Manutenção Mecânica,Fer D,220
2023-03-15,06:00:00,22:00:00,06:00:00,07:00:00,Máquina 11,Manutenção Ferramenta,Fer G,315
2023-06-30,06:00:00,22:00:00,17:00:00,20:00:00,Máquina 7,Manutenção Elétrica,Fer N,220
2023-07-25,06:00:00,22:00:00,12:00:00,15:00:00,Máquina 14,Manutenção Elétrica,Fer J,315
2023-05-05,06:00:00,22:00:00,10:00:00,12:00:00,Máquina 1,Limpeza,Fer I,150
2023-12-06,06:00:00,22:00:00,11:00:00,14:00:00,Máquina 1,Falta de Energia,Fer F,150
2023-07-30,06:00:00,22:00:00,11:00:00,12:00:00,Máquina 2,Manutenção Mecânica,Fer M,150
2023-12-01,06:00:00,22:00:00,16:00:00,18:00:00,Máquina 12,Manutenção Mecânica,Fer O,315
2023-02-05,06:00:00,22:00:00,12:00:00,15:00:00,Máquina 13,Falta Operador,Fer E,315
2023-11-13,06:00:00,22:00:00,12:00:00,14:00:00,Máquina 2,Manutenção Mecânica,Fer P,150
2023-03-28,06:00:00,22:00:00,12:00:00,14:00:00,Máquina 6,Periféricos,Fer O,220
2023-03-08,06:00:00,22:00:00,18:00:00,20:00:00,Máquina 7,Manutenção Mecânica,Fer I,220
2023-06-18,06:00:00,22:00:00,12:00:00,15:00:00,Máquina 7,Manutenção Elétrica,Fer K,220
2023-04-15,06:00:00,22:00:00,18:00:00,20:00:00,Máquina 1,Ajuste,Fer F,150
2023-04-13,06:00:00,22:00:00,12:00:00,14:00:00,Máquina 10,Manutenção Elétrica,Fer D,220
2023-05-06,06:00:00,22:00:00,06:00:00,07:00:00,Máquina 12,Periféricos,Fer O,315
2023-06-19,06:00:00,22:00:00,17:00:00,18:00:00,Máquina 3,Manutenção Mecânica,Fer N,150
2023-07-06,06:00:00,22:00:00,15:00:00,17:00:00,Máquina 2,Ajuste,Fer R,150
2023-07-18,06:00:00,22:00:00,14:00:00,17:00:00,Máquina 13,Limpeza,Fer A,315
2023-07-22,06:00:00,22:00:00,14:00:00,15:00:00,Máquina 10,Falta de Energia,Fer F,220
2023-02-10,06:00:00,22:00:00,13:00:00,15:00:00,Máquina 13,Setup,Fer A,315
2023-05-25,06:00:00,22:00:00,10:00:00,11:00:00,Máquina 8,Manutenção Elétrica,Fer I,220
2023-11-20,06:00:00,22:00:00,06:00:00,07:00:00,Máquina 1,Manutenção Elétrica,Fer P,150
2023-04-04,06:00:00,22:00:00,15:00:00,18:00:00,Máquina 8,Falta de Energia,Fer R,220
2023-07-02,06:00:00,22:00:00,13:00:00,15:00:00,Máquina 13,Manutenção Mecânica,Fer R,315
2023-02-11,06:00:00,22:00:00,10:00:00,11:00:00,Máquina 4,Manutenção Elétrica,Fer Q,150
2023-03-14,06:00:00,22:00:00,06:00:00,07:00:00,Máquina 14,Ajuste,Fer R,315
2023-02-16,06:00:00,22:00:00,17:00:00,18:00:00,Máquina 11,Falta de Energia,Fer S,315
2023-12-12,06:00:00,22:00:00,15:00:00,16:00:00,Máquina 4,Manutenção Mecânica,Fer R,150
2023-06-30,06:00:00,22:00:00,07:00:00,08:00:00,Máquina 3,Periféricos,Fer Q,150
2023-03-17,06:00:00,22:00:00,13:00:00,16:00:00,Máquina 1,Periféricos,Fer K,150
2023-02-18,06:00:00,22:00:00,15:00:00,18:00:00,Máquina 7,Setup,Fer T,220
2023-12-22,06:00:00,22:00:00,11:00:00,14:00:00,Máquina 5,Ajuste,Fer P,150
2023-07-08,06:00:00,22:00:00,19:00:00,20:00:00,Máquina 6,Manutenção Mecânica,Fer J,220
2023-04-28,06:00:00,22:00:00,13:00:00,14:00:00,Máquina 10,Manutenção Ferramenta,Fer F,220
2023-05-28,06:00:00,22:00:00,14:00:00,16:00:00,Máquina 7,Manutenção Ferramenta,Fer A,220
2023-01-26,06:00:00,22:00:00,18:00:00,21:00:00,Máquina 9,Periféricos,Fer T,220
2023-03-09,06:00:00,22:00:00,15:00:00,18:00:00,Máquina 13,Manutenção Elétrica,Fer N,315
2023-04-18,06:00:00,22:00:00,06:00:00,08:00:00,Máquina 14,Manutenção Mecânica,Fer M,315
2023-03-19,06:00:00,22:00:00,19:00:00,21:00:00,Máquina 8,Falta de Energia,Fer P,220
2023-03-07,06:00:00,22:00:00,14:00:00,17:00:00,Máquina 10,Manutenção Ferramenta,Fer Q,220
2023-09-11,06:00:00,22:00:00,07:00:00,10:00:00,Máquina 12,Periféricos,Fer L,315
2023-10-23,06:00:00,22:00:00,09:00:00,11:00:00,Máquina 2,Periféricos,Fer B,150
2023-02-13,06:00:00,22:00:00,19:00:00,21:00:00,Máquina 13,Ajuste,Fer R,315
2023-01-12,06:00:00,22:00:00,16:00:00,18:00:00,Máquina 4,Falta de Energia,Fer S,150
2023-03-12,06:00:00,22:00:00,11:00:00,14:00:00,Máquina 3,Falta de Energia,Fer K,150
2023-12-23,06:00:00,22:00:00,16:00:00,17:00:00,Máquina 7,Periféricos,Fer E,220
2023-01-23,06:00:00,22:00:00,10:00:00,11:00:00,Máquina 5,Periféricos,Fer F,150
2023-01-17,06:00:00,22:00:00,10:00:00,11:00:00,Máquina 10,Falta Operador,Fer K,220
2023-11-24,06:00:00,22:00:00,13:00:00,14:00:00,Máquina 10,Periféricos,Fer N,220
2023-01-14,06:00:00,22:00:00,17:00:00,19:00:00,Máquina 10,Manutenção Ferramenta,Fer N,220
2023-02-03,06:00:00,22:00:00,15:00:00,17:00:00,Máquina 9,Manutenção Mecânica,Fer Q,220
2023-08-11,06:00:00,22:00:00,06:00:00,09:00:00,Máquina 3,Ajuste,Fer J,150
2023-12-20,06:00:00,22:00:00,10:00:00,12:00:00,Máquina 10,Falta Operador,Fer D,220
2023-12-04,06:00:00,22:00:00,08:00:00,10:00:00,Máquina 5,Manutenção Mecânica,Fer J,150
2023-12-20,06:00:00,22:00:00,13:00:00,14:00:00,Máquina 6,Periféricos,Fer K,220
2023-05-20,06:00:00,22:00:00,07:00:00,09:00:00,Máquina 9,Falta de Energia,Fer D,220
2023-01-10,06:00:00,22:00:00,09:00:00,10:00:00,Máquina 5,Limpeza,Fer R,150
2023-12-08,06:00:00,22:00:00,17:00:00,19:00:00,Máquina 5,Manutenção Ferramenta,Fer T,150
2023-08-04,06:00:00,22:00:00,12:00:00,13:00:00,Máquina 7,Manutenção Mecânica,Fer F,220
2023-10-21,06:00:00,22:00:00,18:00:00,20:00:00,Máquina 6,Manutenção Ferramenta,Fer F,220
2023-05-25,06:00:00,22:00:00,07:00:00,09:00:00,Máquina 3,Setup,Fer S,150
2023-09-23,06:00:00,22:00:00,13:00:00,14:00:00,Máquina 8,Setup,Fer F,220
2023-12-07,06:00:00,22:00:00,19:00:00,22:00:00,Máquina 9,Setup,Fer A,220
2023-01-18,06:00:00,22:00:00,17:00:00,18:00:00,Máquina 8,Ajuste,Fer L,220
2023-10-31,06:00:00,22:00:00,16:00:00,18:00:00,Máquina 10,Falta Operador,Fer T,220
2023-02-01,06:00:00,22:00:00,15:00:00,16:00:00,Máquina 10,Manutenção Ferramenta,Fer B,220
2023-02-26,06:00:00,22:00:00,13:00:00,15:00:00,Máquina 4,Manutenção Ferramenta,Fer G,150
2023-08-20,06:00:00,22:00:00,10:00:00,12:00:00,Máquina 1,Manutenção Elétrica,Fer O,150
2023-08-17,06:00:00,22:00:00,09:00:00,12:00:00,Máquina 2,Periféricos,Fer R,150
2023-09-03,06:00:00,22:00:00,19:00:00,21:00:00,Máquina 2,Setup,Fer H,150
2023-01-30,06:00:00,22:00:00,10:00:00,12:00:00,Máquina 12,Manutenção Ferramenta,Fer T,315
2023-06-26,06:00:00,22:00:00,07:00:00,09:00:00,Máquina 11,Ajuste,Fer A,315
2023-01-13,06:00:00,22:00:00,14:00:00,16:00:00,Máquina 8,Periféricos,Fer R,220
2023-08-17,06:00:00,22:00:00,08:00:00,10:00:00,Máquina 14,Manutenção Ferramenta,Fer P,315
2023-11-17,06:00:00,22:00:00,13:00:00,15:00:00,Máquina 12,Falta de Energia,Fer H,315
2023-01-18,06:00:00,22:00:00,10:00:00,12:00:00,Máquina 9,Limpeza,Fer M,220
2023-12-05,06:00:00,22:00:00,08:00:00,10:00:00,Máquina 13,Setup,Fer L,315
2023-04-18,06:00:00,22:00:00,07:00:00,08:00:00,Máquina 12,Falta de Energia,Fer L,315
2023-09-15,06:00:00,22:00:00,10:00:00,13:00:00,Máquina 15,Setup,Fer L,315
2023-01-16,06:00:00,22:00:00,13:00:00,15:00:00,Máquina 7,Falta Operador,Fer O,220
2023-01-05,06:00:00,22:00:00,15:00:00,16:00:00,Máquina 11,Falta Operador,Fer N,315
2023-06-27,06:00:00,22:00:00,15:00:00,18:00:00,Máquina 15,Manutenção Ferramenta,Fer H,315
2023-12-21,06:00:00,22:00:00,09:00:00,10:00:00,Máquina 15,Limpeza,Fer A,315
2023-01-11,06:00:00,22:00:00,15:00:00,16:00:00,Máquina 12,Falta de Energia,Fer P,315
2023-08-25,06:00:00,22:00:00,06:00:00,09:00:00,Máquina 13,Manutenção Ferramenta,Fer H,315
2023-05-31,06:00:00,22:00:00,19:00:00,20:00:00,Máquina 11,Ajuste,Fer H,315
2023-12-02,06:00:00,22:00:00,10:00:00,12:00:00,Máquina 15,Falta Operador,Fer L,315
2023-03-31,06:00:00,22:00:00,06:00:00,07:00:00,Máquina 5,Falta de Energia,Fer T,150
2023-07-01,06:00:00,22:00:00,13:00:00,16:00:00,Máquina 12,Falta de Energia,Fer B,315
2023-08-14,06:00:00,22:00:00,12:00:00,14:00:00,Máquina 13,Limpeza,Fer D,315
2023-06-30,06:00:00,22:00:00,12:00:00,13:00:00,Máquina 1,Setup,Fer E,150
2023-09-13,06:00:00,22:00:00,15:00:00,18:00:00,Máquina 3,Falta Operador,Fer O,150
2023-06-15,06:00:00,22:00:00,10:00:00,11:00:00,Máquina 15,Periféricos,Fer S,315
2023-01-10,06:00:00,22:00:00,11:00:00,14:00:00,Máquina 12,Manutenção Elétrica,Fer P,315
2023-10-19,06:00:00,22:00:00,12:00:00,14:00:00,Máquina 9,Ajuste,Fer E,220
2023-01-09,06:00:00,22:00:00,10:00:00,12:00:00,Máquina 13,Periféricos,Fer B,315
2023-04-15,06:00:00,22:00:00,09:00:00,10:00:00,Máquina 14,Falta Operador,Fer M,315
2023-07-26,06:00:00,22:00:00,15:00:00,16:00:00,Máquina 12,Manutenção Elétrica,Fer J,315
2023-01-01,06:00:00,22:00:00,15:00:00,16:00:00,Máquina 7,Setup,Fer C,220
2023-06-23,06:00:00,22:00:00,11:00:00,14:00:00,Máquina 10,Manutenção Mecânica,Fer F,220
2023-05-30,06:00:00,22:00:00,06:00:00,09:00:00,Máquina 4,Falta Operador,Fer D,150
2023-07-18,06:00:00,22:00:00,07:00:00,08:00:00,Máquina 7,Setup,Fer H,220
2023-09-04,06:00:00,22:00:00,13:00:00,16:00:00,Máquina 14,Manutenção Elétrica,Fer Q,315
2023-03-21,06:00:00,22:00:00,18:00:00,21:00:00,Máquina 9,Ajuste,Fer P,220
2023-07-14,06:00:00,22:00:00,06:00:00,08:00:00,Máquina 6,Manutenção Elétrica,Fer R,220
2023-05-04,06:00:00,22:00:00,17:00:00,20:00:00,Máquina 1,Falta de Energia,Fer D,150
2023-12-17,06:00:00,22:00:00,15:00:00,18:00:00,Máquina 12,Limpeza,Fer T,315
2023-07-26,06:00:00,22:00:00,17:00:00,18:00:00,Máquina 7,Falta de Energia,Fer O,220
2023-05-25,06:00:00,22:00:00,10:00:00,11:00:00,Máquina 2,Periféricos,Fer M,150
2023-07-25,06:00:00,22:00:00,09:00:00,12:00:00,Máquina 14,Manutenção Ferramenta,Fer L,315
2023-04-27,06:00:00,22:00:00,16:00:00,18:00:00,Máquina 4,Manutenção Elétrica,Fer E,150
2023-02-24,06:00:00,22:00:00,15:00:00,16:00:00,Máquina 10,Manutenção Ferramenta,Fer E,220
2023-01-10,06:00:00,22:00:00,16:00:00,19:00:00,Máquina 6,Falta de Energia,Fer H,220
2023-07-12,06:00:00,22:00:00,06:00:00,09:00:00,Máquina 12,Falta de Energia,Fer Q,315
2023-09-22,06:00:00,22:00:00,10:00:00,12:00:00,Máquina 1,Falta Operador,Fer T,150
2023-10-23,06:00:00,22:00:00,16:00:00,19:00:00,Máquina 6,Periféricos,Fer D,220
2023-11-02,06:00:00,22:00:00,18:00:00,20:00:00,Máquina 1,Setup,Fer A,150
2023-08-09,06:00:00,22:00:00,06:00:00,08:00:00,Máquina 11,Limpeza,Fer A,315
2023-03-12,06:00:00,22:00:00,16:00:00,17:00:00,Máquina 10,Setup,Fer N,220
2023-07-01,06:00:00,22:00:00,17:00:00,18:00:00,Máquina 9,Setup,Fer R,220
2023-07-17,06:00:00,22:00:00,18:00:00,21:00:00,Máquina 9,Manutenção Mecânica,Fer A,220
2023-08-25,06:00:00,22:00:00,15:00:00,16:00:00,Máquina 3,Periféricos,Fer I,150
2023-02-09,06:00:00,22:00:00,14:00:00,17:00:00,Máquina 3,Limpeza,Fer M,150
2023-02-24,06:00:00,22:00:00,09:00:00,10:00:00,Máquina 4,Manutenção Elétrica,Fer P,150
2023-07-17,06:00:00,22:00:00,10:00:00,11:00:00,Máquina 3,Manutenção Mecânica,Fer I,150
2023-12-03,06:00:00,22:00:00,07:00:00,10:00:00,Máquina 13,Periféricos,Fer G,315
2023-04-28,06:00:00,22:00:00,15:00:00,17:00:00,Máquina 15,Ajuste,Fer I,315
2023-01-17,06:00:00,22:00:00,07:00:00,10:00:00,Máquina 11,Ajuste,Fer S,315
2023-01-17,06:00:00,22:00:00,12:00:00,14:00:00,Máquina 5,Falta de Energia,Fer G,150
2023-03-22,06:00:00,22:00:00,09:00:00,10:00:00,Máquina 7,Ajuste,Fer F,220
2023-07-16,06:00:00,22:00:00,17:00:00,18:00:00,Máquina 14,Falta Operador,Fer D,315
2023-11-03,06:00:00,22:00:00,19:00:00,20:00:00,Máquina 8,Manutenção Elétrica,Fer J,220
2023-02-26,06:00:00,22:00:00,17:00:00,19:00:00,Máquina 3,Manutenção Mecânica,Fer K,150
2023-04-09,06:00:00,22:00:00,06:00:00,07:00:00,Máquina 7,Falta Operador,Fer O,220
2023-07-07,06:00:00,22:00:00,08:00:00,10:00:00,Máquina 13,Periféricos,Fer M,315
2023-03-17,06:00:00,22:00:00,06:00:00,07:00:00,Máquina 4,Manutenção Mecânica,Fer M,150
2023-05-09,06:00:00,22:00:00,16:00:00,19:00:00,Máquina 10,Manutenção Ferramenta,Fer R,220
2023-01-27,06:00:00,22:00:00,07:00:00,10:00:00,Máquina 12,Manutenção Ferramenta,Fer Q,315
2023-03-23,06:00:00,22:00:00,13:00:00,15:00:00,Máquina 12,Manutenção Elétrica,Fer G,315
2023-02-07,06:00:00,22:00:00,14:00:00,17:00:00,Máquina 11,Falta Operador,Fer N,315
2023-07-19,06:00:00,22:00:00,08:00:00,11:00:00,Máquina 15,Manutenção Elétrica,Fer E,315
2023-08-08,06:00:00,22:00:00,09:00:00,12:00:00,Máquina 14,Ajuste,Fer L,315
2023-07-13,06:00:00,22:00:00,19:00:00,21:00:00,Máquina 11,Manutenção Ferramenta,Fer P,315
2023-06-15,06:00:00,22:00:00,09:00:00,12:00:00,Máquina 7,Setup,Fer A,220
2023-05-15,06:00:00,22:00:00,17:00:00,19:00:00,Máquina 9,Falta de Energia,Fer L,220
2023-06-27,06:00:00,22:00:00,11:00:00,14:00:00,Máquina 10,Manutenção Elétrica,Fer B,220
2023-03-15,06:00:00,22:00:00,19:00:00,21:00:00,Máquina 15,Manutenção Mecânica,Fer D,315
2023-11-23,06:00:00,22:00:00,14:00:00,17:00:00,Máquina 14,Periféricos,Fer G,315
2023-04-29,06:00:00,22:00:00,11:00:00,13:00:00,Máquina 2,Limpeza,Fer M,150
2023-11-10,06:00:00,22:00:00,19:00:00,21:00:00,Máquina 3,Limpeza,Fer R,150
2023-12-23,06:00:00,22:00:00,08:00:00,11:00:00,Máquina 2,Limpeza,Fer J,150
2023-02-20,06:00:00,22:00:00,18:00:00,19:00:00,Máquina 3,Manutenção Mecânica,Fer G,150
2023-09-26,06:00:00,22:00:00,07:00:00,09:00:00,Máquina 8,Manutenção Ferramenta,Fer Q,220
2023-02-21,06:00:00,22:00:00,08:00:00,09:00:00,Máquina 6,Falta Operador,Fer M,220
2023-07-30,06:00:00,22:00:00,13:00:00,15:00:00,Máquina 5,Ajuste,Fer C,150
2023-09-16,06:00:00,22:00:00,14:00:00,15:00:00,Máquina 4,Setup,Fer P,150
2023-11-06,06:00:00,22:00:00,13:00:00,14:00:00,Máquina 3,Setup,Fer M,150
2023-11-20,06:00:00,22:00:00,19:00:00,20:00:00,Máquina 14,Limpeza,Fer Q,315
2023-08-20,06:00:00,22:00:00,08:00:00,09:00:00,Máquina 1,Falta Operador,Fer B,150
2023-09-06,06:00:00,22:00:00,09:00:00,11:00:00,Máquina 13,Ajuste,Fer K,315
2023-01-22,06:00:00,22:00:00,16:00:00,19:00:00,Máquina 15,Periféricos,Fer C,315
2023-08-04,06:00:00,22:00:00,09:00:00,12:00:00,Máquina 5,Manutenção Ferramenta,Fer M,150
2023-10-24,06:00:00,22:00:00,10:00:00,11:00:00,Máquina 9,Setup,Fer J,220
2023-12-19,06:00:00,22:00:00,13:00:00,15:00:00,Máquina 9,Periféricos,Fer C,220
2023-01-05,06:00:00,22:00:00,16:00:00,18:00:00,Máquina 10,Manutenção Ferramenta,Fer J,220
2023-12-28,06:00:00,22:00:00,07:00:00,10:00:00,Máquina 4,Setup,Fer K,150
2023-08-25,06:00:00,22:00:00,18:00:00,20:00:00,Máquina 7,Limpeza,Fer I,220
2023-01-20,06:00:00,22:00:00,07:00:00,09:00:00,Máquina 9,Falta Operador,Fer L,220
2023-07-18,06:00:00,22:00:00,06:00:00,07:00:00,Máquina 7,Limpeza,Fer N,220
2023-03-11,06:00:00,22:00:00,07:00:00,09:00:00,Máquina 6,Ajuste,Fer O,220
2023-09-09,06:00:00,22:00:00,18:00:00,19:00:00,Máquina 1,Manutenção Mecânica,Fer T,150
2023-10-16,06:00:00,22:00:00,07:00:00,10:00:00,Máquina 6,Falta de Energia,Fer G,220
2023-10-01,06:00:00,22:00:00,11:00:00,12:00:00,Máquina 6,Falta de Energia,Fer S,220
2023-11-16,06:00:00,22:00:00,15:00:00,18:00:00,Máquina 10,Manutenção Elétrica,Fer A,220
2023-01-16,06:00:00,22:00:00,11:00:00,14:00:00,Máquina 6,Manutenção Elétrica,Fer B,220
2023-12-16,06:00:00,22:00:00,14:00:00,17:00:00,Máquina 13,Falta de Energia,Fer G,315
2023-10-28,06:00:00,22:00:00,13:00:00,14:00:00,Máquina 4,Manutenção Ferramenta,Fer J,150
2023-02-16,06:00:00,22:00:00,16:00:00,18:00:00,Máquina 5,Falta de Energia,Fer B,150
2023-02-22,06:00:00,22:00:00,15:00:00,18:00:00,Máquina 15,Periféricos,Fer I,315
2023-03-05,06:00:00,22:00:00,11:00:00,12:00:00,Máquina 13,Periféricos,Fer G,315
2023-09-17,06:00:00,22:00:00,08:00:00,09:00:00,Máquina 14,Ajuste,Fer K,315
2023-04-07,06:00:00,22:00:00,15:00:00,18:00:00,Máquina 6,Manutenção Mecânica,Fer G,220
2023-08-11,06:00:00,22:00:00,19:00:00,21:00:00,Máquina 6,Ajuste,Fer K,220
2023-04-21,06:00:00,22:00:00,16:00:00,17:00:00,Máquina 2,Periféricos,Fer C,150
2023-06-08,06:00:00,22:00:00,12:00:00,13:00:00,Máquina 12,Falta Operador,Fer K,315
2023-03-25,06:00:00,22:00:00,08:00:00,10:00:00,Máquina 3,Manutenção Elétrica,Fer L,150
2023-03-10,06:00:00,22:00:00,07:00:00,09:00:00,Máquina 9,Limpeza,Fer J,220
2023-04-24,06:00:00,22:00:00,09:00:00,11:00:00,Máquina 12,Falta de Energia,Fer Q,315
2023-11-22,06:00:00,22:00:00,08:00:00,10:00:00,Máquina 1,Falta de Energia,Fer N,150
2023-08-06,06:00:00,22:00:00,10:00:00,11:00:00,Máquina 13,Limpeza,Fer L,315
2023-01-26,06:00:00,22:00:00,10:00:00,12:00:00,Máquina 8,Manutenção Mecânica,Fer P,220
2023-09-16,06:00:00,22:00:00,18:00:00,21:00:00,Máquina 4,Falta de Energia,Fer B,150
2023-06-04,06:00:00,22:00:00,15:00:00,17:00:00,Máquina 6,Limpeza,Fer N,220
2023-08-05,06:00:00,22:00:00,13:00:00,14:00:00,Máquina 11,Falta de Energia,Fer G,315
2023-11-16,06:00:00,22:00:00,10:00:00,13:00:00,Máquina 6,Limpeza,Fer T,220
2023-09-21,06:00:00,22:00:00,19:00:00,22:00:00,Máquina 10,Manutenção Elétrica,Fer P,220
2023-09-22,06:00:00,22:00:00,19:00:00,21:00:00,Máquina 15,Limpeza,Fer P,315
2023-10-19,06:00:00,22:00:00,18:00:00,20:00:00,Máquina 4,Falta de Energia,Fer G,150
2023-08-20,06:00:00,22:00:00,11:00:00,13:00:00,Máquina 13,Falta de Energia,Fer A,315
2023-03-14,06:00:00,22:00:00,16:00:00,17:00:00,Máquina 9,Periféricos,Fer Q,220
